Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1101,台泥,4995779.0,167754329.0,33.6,33.7,33.45,33.7,0.1,3902.0
1102,亞泥,4202754.0,178565212.0,42.65,42.7,42.25,42.7,0.25,2554.0
1103,嘉泥,96082.0,1725201.0,18.1,18.1,17.9,17.9,-0.2,181.0
1104,環泥,127038.0,3741619.0,29.6,29.6,29.35,29.35,-0.2,209.0
1108,幸福,108303.0,1573677.0,14.65,14.65,14.5,14.5,0.0,65.0
1109,信大,227140.0,4189832.0,18.4,18.55,18.35,18.5,0.1,148.0
1110,東泥,160011.0,3369879.0,20.9,21.2,20.9,21.05,0.2,84.0
1201,味全,127538.0,2331651.0,18.35,18.35,18.2,18.3,0.0,168.0
1203,味王,58148.0,2441884.0,42.0,42.1,41.95,42.0,-0.15,96.0
1210,大成,795622.0,42656741.0,53.5,53.8,53.3,53.8,0.3,1481.0
1215,卜蜂,310415.0,31182636.0,100.0,101.0,100.0,100.5,0.5,701.0
1216,統一,4890218.0,421106124.0,86.4,86.4,85.3,86.4,0.8,2801.0
1218,泰山,478110.0,10051068.0,21.0,21.1,20.9,20.95,0.0,272.0
1225,福懋油,238716.0,18619284.0,78.0,78.1,77.8,78.0,-0.3,205.0
1227,佳格,244211.0,9221458.0,37.65,37.85,37.65,37.8,0.1,241.0
1229,聯華,472604.0,27659823.0,58.5,59.0,58.3,58.3,-0.2,904.0
1231,聯華食,409639.0,52827575.0,128.0,130.0,127.5,129.0,2.0,3843.0
1232,大統益,18301.0,2676104.0,146.5,146.5,146.0,146.0,0.0,81.0
1234,黑松,64118.0,2665827.0,41.65,41.75,41.5,41.6,-0.2,235.0
1235,興泰,24642.0,2959838.0,123.0,123.0,116.5,118.0,-8.0,103.0
1256,鮮活果汁-KY,11309.0,1518693.0,135.0,135.0,134.0,134.5,-1.0,62.0
1301,台塑,17814253.0,717204183.0,40.4,40.7,40.0,40.15,-0.35,10523.0
1303,南亞,13321795.0,500670759.0,37.9,38.1,37.3,37.5,-0.4,8142.0
1304,台聚,1520576.0,18884361.0,12.5,12.55,12.3,12.4,-0.1,1337.0
1305,華夏,472042.0,6347685.0,13.4,13.55,13.35,13.45,0.05,349.0
1307,三芳,1476387.0,58590680.0,40.0,40.1,39.4,39.4,-0.55,1035.0
1308,亞聚,703870.0,11021814.0,15.6,15.8,15.6,15.65,0.0,518.0
1309,台達化,806232.0,12699012.0,15.6,15.9,15.6,15.75,0.0,466.0
1310,台苯,664473.0,7354342.0,11.1,11.2,11.0,11.0,-0.1,775.0
1312,國喬,2119274.0,23884262.0,11.35,11.35,11.2,11.3,0.0,1173.0
1313,聯成,794328.0,8503659.0,10.65,10.8,10.6,10.65,0.0,456.0
1314,中石化,5053443.0,41004303.0,8.1,8.17,8.08,8.1,0.02,1830.0
1315,達新,16032.0,1128613.0,70.5,70.5,70.1,70.5,0.1,26.0
1319,東陽,4466153.0,521101293.0,119.5,120.0,114.5,115.0,-2.5,3469.0
1321,大洋,362549.0,12161973.0,33.25,33.85,33.05,33.85,0.9,237.0
1326,台化,9998852.0,334081723.0,33.4,33.75,33.2,33.3,-0.2,7770.0
1342,八貫,1006256.0,106561087.0,101.5,108.5,101.5,106.0,5.0,1216.0
1402,遠東新,13187577.0,446995913.0,33.75,34.25,33.65,33.75,0.2,4328.0
1409,新纖,679886.0,10820103.0,15.85,15.95,15.85,15.95,0.05,313.0
1419,新紡,1082.0,50235.0,46.5,46.5,46.5,46.5,0.3,4.0
1434,福懋,517081.0,10376532.0,20.05,20.15,20.0,20.15,0.1,901.0
1435,中福,29.0,1182.0,0.0,0.0,0.0,0.0,0.0,8.0
1436,華友聯,357652.0,44419066.0,122.5,125.5,121.5,124.5,2.5,349.0
1437,勤益控,42621.0,1469852.0,34.5,34.55,34.4,34.55,0.1,44.0
1440,南紡,412532.0,6317962.0,15.3,15.35,15.25,15.35,0.05,249.0
1442,名軒,2858271.0,230756361.0,82.1,82.1,77.8,82.0,0.6,1920.0
1444,力麗,408114.0,3726591.0,9.12,9.17,9.11,9.12,0.01,279.0
1446,宏和,2653675.0,152553141.0,55.8,58.5,55.2,58.0,2.6,1863.0
1447,力鵬,600527.0,4594508.0,7.61,7.69,7.6,7.66,0.05,473.0
1455,集盛,396297.0,3964697.0,10.0,10.05,9.99,10.0,0.0,213.0
1457,宜進,39829.0,791797.0,19.95,19.95,19.85,19.9,-0.05,64.0
1476,儒鴻,375039.0,199429225.0,535.0,542.0,526.0,528.0,-4.0,676.0
1477,聚陽,1217685.0,377159005.0,311.0,313.5,307.5,310.0,-4.0,2756.0
1503,士電,646275.0,130024958.0,202.0,204.0,199.0,199.5,-1.0,962.0
1504,東元,5835071.0,302429216.0,52.5,52.5,51.3,52.2,0.1,6502.0
1513,中興電,10415599.0,1685863621.0,157.0,164.5,157.0,161.5,6.0,8922.0
1514,亞力,2695440.0,299929115.0,111.0,113.5,109.0,110.0,0.0,2361.0
1515,力山,372439.0,11992275.0,32.0,32.6,31.8,31.85,0.0,258.0
1519,華城,3282522.0,1854960942.0,568.0,576.0,557.0,558.0,-9.0,5402.0
1522,堤維西,1896734.0,122523139.0,64.8,65.4,64.2,64.3,-0.2,1452.0
1532,勤美,2520361.0,85599283.0,33.5,34.25,33.35,34.1,0.85,1161.0
1535,中宇,16699.0,1041346.0,62.1,62.6,62.1,62.3,0.1,54.0
1536,和大,4755633.0,298254589.0,63.5,64.1,61.8,62.0,-1.1,3615.0
1537,廣隆,314779.0,50876709.0,162.0,164.0,160.0,160.0,-1.0,321.0
1558,伸興,55908.0,5788735.0,103.0,104.0,103.0,103.0,-0.5,76.0
1560,中砂,769214.0,235839579.0,309.5,311.0,303.5,304.5,-4.0,1214.0
1563,巧新,409831.0,24304739.0,59.3,59.8,59.0,59.3,0.1,309.0
1582,信錦,491084.0,45909610.0,93.9,94.3,92.9,92.9,-0.5,502.0
1583,程泰,12020.0,722620.0,59.8,60.2,59.8,60.2,0.3,12.0
1590,亞德客-KY,297772.0,240099006.0,804.0,812.0,798.0,804.0,9.0,637.0
1597,直得,1014535.0,92185802.0,91.4,92.3,89.6,90.0,-1.4,1344.0
1603,華電,327577.0,12431324.0,37.75,38.25,37.6,37.7,0.55,424.0
1604,聲寶,43117.0,1219568.0,28.3,28.35,28.25,28.3,0.0,88.0
1605,華新,35633298.0,917288039.0,25.8,26.35,25.4,25.4,0.15,15461.0
1608,華榮,1472543.0,42083200.0,28.1,29.1,28.1,28.25,0.2,999.0
1609,大亞,2192945.0,99036538.0,45.3,45.7,44.75,44.95,0.0,1683.0
1611,中電,895076.0,15584350.0,17.35,17.6,17.25,17.3,0.0,609.0
1612,宏泰,3800816.0,138195113.0,36.4,36.8,35.85,36.05,0.95,2504.0
1614,三洋電,18160.0,716199.0,39.45,39.45,39.4,39.4,-0.05,24.0
1615,大山,77677.0,4640066.0,59.4,60.2,59.1,59.1,-0.2,183.0
1618,合機,1362510.0,64046012.0,46.95,47.95,46.1,46.25,-0.75,1337.0
1702,南僑,450676.0,23700230.0,52.8,52.8,52.5,52.5,-0.2,531.0
1707,葡萄王,183822.0,28848092.0,157.5,158.0,156.0,157.0,-0.5,412.0
1708,東鹼,1229113.0,50818533.0,41.45,41.6,41.1,41.3,-0.1,1028.0
1709,和益,172171.0,3734926.0,21.55,21.75,21.55,21.7,0.15,199.0
1710,東聯,692813.0,10822653.0,15.6,15.7,15.55,15.6,0.0,549.0
1711,永光,1464066.0,33380459.0,23.0,23.1,22.7,22.7,-0.15,996.0
1712,興農,257883.0,11753693.0,45.35,45.7,45.35,45.35,0.0,236.0
1713,國化,54713.0,2581241.0,46.65,47.4,46.65,47.1,0.1,60.0
1714,和桐,760164.0,6366070.0,8.4,8.4,8.35,8.38,0.0,401.0
1717,長興,578720.0,17132924.0,29.7,29.75,29.5,29.5,-0.05,394.0
1718,中纖,2307045.0,18716218.0,8.1,8.16,8.08,8.13,0.04,943.0
1720,生達,147344.0,9462759.0,64.3,64.6,64.0,64.1,-0.2,179.0
1722,台肥,724424.0,40003400.0,54.9,55.6,54.9,55.0,0.1,532.0
1723,中碳,248898.0,22351400.0,96.4,96.9,96.4,96.5,0.1,136.0
1725,元禎,16003.0,647971.0,40.5,41.0,40.3,40.55,0.0,17.0
1726,永記,4043.0,309518.0,76.6,76.6,76.4,76.6,0.1,9.0
1736,喬山,1110003.0,210371243.0,191.0,194.5,185.5,186.0,-4.0,2989.0
1737,臺鹽,170486.0,5543420.0,32.25,32.85,32.25,32.5,0.25,141.0
1760,寶齡富錦,190055.0,16532512.0,87.8,87.9,86.0,86.8,-0.9,273.0
1773,勝一,231080.0,39336635.0,167.5,172.0,167.5,168.5,2.0,274.0
1786,科妍,265554.0,24402814.0,92.1,92.7,91.3,91.7,-0.2,341.0
1789,神隆,191208.0,4508336.0,23.5,23.7,23.45,23.55,0.05,157.0
1795,美時,2725952.0,769349023.0,287.0,288.5,279.0,280.0,-6.0,9144.0
1802,台玻,14381136.0,279400750.0,20.0,20.05,19.15,19.15,-0.7,5268.0
1808,潤隆,1149129.0,46806904.0,40.5,40.9,40.4,40.8,0.3,873.0
1903,士紙,84064.0,4586355.0,54.7,54.9,54.2,54.6,0.1,81.0
1904,正隆,1023926.0,22037058.0,21.55,21.65,21.45,21.5,0.05,713.0
1905,華紙,352852.0,6342095.0,17.95,18.05,17.9,17.9,-0.05,325.0
1907,永豐餘,679726.0,20923507.0,30.7,31.0,30.6,30.6,-0.1,321.0
1909,榮成,679777.0,8443156.0,12.3,12.5,12.3,12.45,0.15,314.0
2002,中鋼,11785394.0,249973638.0,21.35,21.35,21.1,21.15,-0.05,5922.0
2006,東和鋼鐵,1010400.0,71749303.0,70.7,71.5,70.4,71.2,0.9,2003.0
2009,第一銅,427391.0,16722976.0,39.05,39.45,38.95,39.0,0.1,352.0
2010,春源,443571.0,8183583.0,18.4,18.55,18.35,18.5,0.1,403.0
2012,春雨,80752.0,2081180.0,25.85,25.85,25.65,25.7,-0.2,108.0
2013,中鋼構,53946.0,2852623.0,52.7,53.4,52.7,52.8,-0.4,332.0
2014,中鴻,2494606.0,47634998.0,18.95,19.2,18.9,19.2,0.25,1374.0
2015,豐興,212657.0,15948074.0,75.0,75.7,74.1,74.1,-0.7,453.0
2017,官田鋼,142384.0,1623677.0,11.35,11.45,11.35,11.4,0.05,194.0
